ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.system	p.android.externalstorage	p.android.chrome	p.android.settings	p.android.gm	p.inputmethod.latin	p.android.vending	p.process.gapps	p.notifier	p.katana	p.google	p.android.defcontainer	p.simulator	p.android.gms	p.dogalize	p.gms.persistent	p.browser.provider	p.olauncher
2018-05-11 16:18:00	863033069630348214	0.00000	11.25759	7.92826	10.94123	10.75372	11.89537	14.43838	15.34191	59.92453	0.00003	40.32211	34.04132	52.95510	41.17979	92.03150	43.19034	79.43138	83.83789	52.79695	64.04217	54.94188
2018-05-11 16:19:00	8630330696303481818	1.00000	9.29712	13.51325	10.63988	16.25586	13.48873	15.71989	16.34314	64.30079	0.00541	52.28527	46.43127	68.35725	77.18246	95.73209	27.63380	98.12247	25.17719	39.04464	58.26665	43.12197
2018-05-11 16:20:00	8630330696303481693	0.00000	11.20933	11.86664	10.15021	13.18502	10.23394	16.32696	13.78183	47.16002	0.00105	48.62373	55.86134	30.06573	41.95481	7.74773	19.20819	54.64884	66.78349	55.96445	44.20324	85.66460
2018-05-11 16:21:00	359043379931766031	1.00000	10.72453	11.40892	13.85951	13.58704	13.98062	13.00796	11.79074	36.60777	0.00067	49.22069	44.30764	79.03569	16.36704	5.15572	82.54101	50.52756	11.09592	53.02934	28.75279	5.50311
2018-05-11 16:22:00	863033069630348321	1.00000	8.36023	17.17842	15.85250	12.39522	11.28887	13.44857	15.76717	79.26781	0.21130	67.51454	49.09322	26.57507	51.40216	39.80111	44.03903	41.41258	16.93749	8.01256	24.18766	70.63693
2018-05-11 16:23:00	863033069630348453	0.00000	12.59106	9.60960	15.72469	12.47449	11.33493	12.32242	12.57699	57.94059	0.00012	48.13345	35.81955	73.93190	44.13871	45.89387	3.21385	95.08744	86.36019	57.94928	57.56302	18.60716
2018-05-11 16:24:00	863033069630348784	1.00000	11.62281	15.79625	14.31412	13.27119	11.35803	11.45194	14.73179	51.42845	0.05305	73.21323	56.89195	48.23018	27.20818	80.11921	42.01554	41.21609	70.90963	65.38969	71.97181	5.12982
2018-05-11 16:25:00	863033069630348487	0.00000	11.34012	10.84717	8.90041	12.19215	10.40728	10.77899	14.33431	24.17269	0.00038	55.04310	51.30330	10.33951	53.59975	85.46781	5.21619	58.48323	85.96881	15.69535	99.79205	55.05940
2018-05-11 16:26:00	8630330696303482022	1.00000	11.54206	13.85079	16.22480	16.46092	9.80043	14.15453	13.91074	57.63663	0.00758	39.09349	38.03514	86.95379	73.41895	7.31000	25.65430	95.17050	32.12772	37.23509	6.59419	24.46974
2018-05-11 16:27:00	3590433799317661875	0.00000	11.25319	10.11350	9.76999	12.69764	9.60169	13.68160	13.41370	64.19742	0.00019	44.68756	15.12130	35.78084	39.11042	19.51222	36.92572	71.90608	15.43782	53.46346	34.56946	90.21713
2018-05-11 16:28:00	359043379931766130	0.00000	10.28123	8.59643	14.62170	8.47921	12.75491	17.05948	14.77024	65.07872	0.00005	54.56007	16.38145	78.79012	7.63334	4.41717	78.94886	3.98724	50.42055	68.09003	6.11826	90.72219
2018-05-11 16:29:00	8630330696303482022	1.00000	11.89194	12.12791	12.11014	13.25415	7.10841	14.71087	13.69249	60.23522	0.00136	25.62707	41.69616	59.98771	14.71948	95.35886	55.36952	11.61821	96.35287	7.19276	61.84286	74.62048
2018-05-11 16:30:00	359043379931766981	0.00000	19.24315	12.77308	16.42141	12.35006	8.09727	17.50388	17.88640	70.54174	0.00259	47.10439	65.72944	92.29392	56.58548	94.56885	63.52493	7.36803	67.45312	21.29985	18.51229	63.70929
2018-05-11 16:31:00	8630330696303481750	1.00000	11.16950	9.41662	15.98290	15.42240	17.18565	14.87174	7.42599	81.17070	0.00010	52.68697	37.67821	10.17792	80.38869	23.84180	27.51048	59.14368	86.51563	95.47439	24.55784	6.96599
2018-05-11 16:32:00	8630330696303481388	1.00000	7.39244	14.47682	13.01142	13.67874	15.65404	16.43552	10.84051	58.28871	0.01418	75.10926	32.37802	5.05026	74.99668	26.05340	40.95107	80.82307	85.27655	90.36401	25.36708	18.48273
2018-05-11 16:33:00	3590433799317661073	1.00000	10.31164	10.86630	14.66212	12.16178	12.34732	13.26697	12.53105	41.65222	0.00040	40.26692	51.41354	46.25956	84.56027	75.20852	86.47824	99.85498	5.24141	96.66177	65.19895	36.55108
2018-05-11 16:34:00	8630330696303481149	0.00000	11.16807	9.84491	11.75737	5.66578	10.38595	14.11039	14.13864	38.54913	0.00014	60.03243	28.72556	57.96721	92.76198	48.96939	24.54471	3.85642	78.15136	42.19236	87.92883	88.01515
2018-05-11 16:35:00	863033069630348719	1.00000	8.97481	12.62868	16.69225	15.76853	15.30866	16.69390	6.61206	75.61094	0.00224	51.70659	63.49548	25.63750	52.50968	22.30147	93.10483	98.58198	2.80956	39.55210	73.11525	80.71946
2018-05-11 16:36:00	359043379931766494	1.00000	13.37628	13.47246	13.26401	16.25415	6.36440	17.30675	11.86711	52.73100	0.00521	42.63553	48.39185	26.63539	92.23624	93.39729	70.84533	75.36945	73.73293	85.50879	41.88786	4.29047
2018-05-11 16:37:00	863033069630348867	1.00000	12.98406	12.16796	17.43995	13.13965	16.53383	12.99647	10.92731	57.35024	0.00142	48.19073	47.11416	7.89475	16.27134	54.78284	94.41817	80.63039	21.84240	93.46568	22.25442	40.64000
2018-05-11 16:38:00	3590433799317661966	1.00000	8.44401	14.61218	14.11528	14.32024	14.26390	12.14221	16.38037	51.78924	0.01624	61.37630	36.43745	10.46214	14.56789	18.30388	23.60499	29.69509	16.09092	74.65991	60.57358	47.83073
2018-05-11 16:39:00	8630330696303481974	0.00000	8.69411	10.47129	9.36885	8.83213	11.63524	11.81062	16.27717	47.16664	0.00027	52.56174	29.35938	63.82467	28.30813	70.91821	24.95700	81.55527	53.87529	91.13259	81.17877	88.42672
2018-05-11 16:40:00	3590433799317661537	1.00000	11.08575	14.79729	17.38800	16.60638	8.81725	16.29284	12.22095	43.76567	0.01954	40.74353	42.68050	24.27036	32.28233	67.82206	7.57546	11.72190	91.89181	57.12499	10.33661	32.44430
2018-05-11 16:41:00	863033069630348115	1.00000	10.47743	10.11286	13.59609	14.83683	14.86224	13.70062	11.42787	58.83694	0.00019	39.61019	37.44540	58.00209	55.79347	63.75926	51.54122	35.18031	31.39984	75.82813	82.86683	33.79644
2018-05-11 16:42:00	359043379931766700	1.00000	11.64811	8.17826	12.65532	13.37759	13.04079	11.83722	12.65059	61.76252	0.00004	47.61600	56.37195	7.41311	21.07254	50.28188	99.61761	43.54795	71.48364	85.90762	17.81141	26.81418
2018-05-11 16:43:00	863033069630348073	1.00000	11.28301	15.40479	15.98011	13.88905	10.05918	13.74015	14.66171	38.33176	0.03587	44.54428	61.80589	72.76337	72.38646	34.31920	48.18563	68.28518	19.87392	61.68183	9.72085	0.17017
2018-05-11 16:44:00	8630330696303481438	1.00000	9.58052	11.87279	14.57324	17.45822	15.78722	16.01014	8.08443	40.15604	0.00106	62.82677	55.89463	93.51249	33.01361	66.42153	82.56981	30.88469	64.84202	43.98607	62.83300	26.00762
2018-05-11 16:45:00	8630330696303481644	1.00000	7.46233	19.33785	17.42440	12.24137	10.11571	12.50697	16.52671	33.40658	1.83114	31.67041	55.49931	7.17777	91.60003	29.47000	41.33636	26.17151	54.87737	36.21431	67.86169	19.67017
2018-05-11 16:46:00	8630330696303481578	1.00000	11.80789	7.69090	15.68609	10.92858	10.48238	13.35868	11.93905	73.47495	0.00002	52.76623	46.95966	12.50095	18.86336	40.65820	4.10484	57.92463	41.19418	29.58745	1.50616	94.24059
2018-05-11 16:47:00	863033069630348545	1.00000	8.68658	18.62415	16.45550	13.51929	15.86543	10.74145	15.91032	36.95731	0.89695	64.27538	52.53606	23.65757	56.38962	10.68224	95.79645	31.57991	61.11737	75.90529	24.96858	85.84760
2018-05-11 16:48:00	8630330696303482477	1.00000	12.97065	10.94030	14.39062	12.06021	13.50015	12.07052	14.12270	31.41556	0.00042	39.29120	41.52537	1.83950	26.57349	25.02142	14.00042	28.87466	54.16076	93.03367	25.00133	22.63043
2018-05-11 16:49:00	3590433799317661404	0.00000	11.75595	11.22818	15.00184	10.03652	12.42395	17.28608	15.17308	72.95506	0.00056	57.59325	27.30398	79.14681	78.91960	43.62625	98.65868	83.67840	43.55559	93.52445	40.53143	4.13075
2018-05-11 16:50:00	3590433799317661305	1.00000	8.42909	10.12722	14.75268	13.40041	11.09946	16.35925	8.67497	68.11691	0.00019	27.21598	54.27481	30.99137	47.64152	19.04166	5.28160	10.78018	41.33600	12.61476	0.23017	37.63288
2018-05-11 16:51:00	8630330696303482360	1.00000	12.21872	12.49866	9.58924	17.11317	12.39676	14.15848	15.69177	53.04353	0.00197	55.70191	53.81563	5.31810	71.42720	77.83174	36.03164	54.48034	72.70327	16.80252	87.17617	39.89718
2018-05-11 16:52:00	8630330696303481941	1.00000	10.60526	7.29429	13.65680	13.91804	13.57557	14.94036	12.23156	30.84582	0.00002	41.07740	40.29672	71.17832	10.66655	87.63559	33.90167	23.44288	66.05568	34.69866	11.58609	27.72085
2018-05-11 16:53:00	359043379931766999	0.00000	15.59798	8.84460	12.32086	9.53386	11.69773	13.10152	11.53036	67.36428	0.00006	57.75464	30.67160	64.56723	73.52589	92.33837	32.83115	21.92691	24.71432	59.14390	97.63574	46.00613
2018-05-11 16:54:00	3590433799317661404	1.00000	8.38067	15.61385	15.07555	12.83573	11.38166	15.03793	14.90004	65.36407	0.04421	51.45484	62.30468	82.76732	93.91900	59.60627	11.82835	40.19086	39.14946	32.19268	63.74458	83.69300
2018-05-11 16:55:00	3590433799317662253	1.00000	7.55695	15.87253	15.11267	15.30572	11.44294	15.97155	15.13224	43.76249	0.05726	44.79327	30.31816	29.05335	21.23276	42.49495	86.25754	71.09586	15.21438	87.50914	56.74119	10.60496
2018-05-11 16:56:00	3590433799317661578	0.00000	13.74067	11.59443	12.13215	9.43933	11.33460	13.99750	13.01130	64.10511	0.00080	22.84356	43.94728	7.82580	38.86986	49.48192	78.81568	95.74845	9.95277	47.03931	82.06922	54.67646
2018-05-11 16:57:00	863033069630348560	0.00000	10.04762	14.39244	8.32450	11.44618	8.75351	15.43073	12.54214	48.46481	0.01304	44.48292	51.38145	69.26091	34.48087	0.89986	44.37377	48.38588	64.95574	7.25249	16.15230	69.98304
2018-05-11 16:58:00	8630330696303481123	0.00000	15.91862	12.31787	15.73075	9.31963	8.88168	15.18731	17.42492	86.08134	0.00164	53.44942	41.44372	39.82385	86.76926	49.68675	13.32962	58.87660	89.91820	92.40181	13.06288	68.76500
2018-05-11 16:59:00	359043379931766999	0.00000	11.66848	10.98088	16.83255	10.38107	9.29236	17.06431	15.77832	55.77480	0.00044	43.24343	42.69566	10.79383	83.63731	6.32371	98.02549	68.85903	71.53462	2.25715	93.42594	21.75571
2018-05-11 17:00:00	359043379931766841	1.00000	10.74239	8.16717	16.31762	15.54088	13.95553	15.40212	7.69596	37.82340	0.00004	75.34246	46.71858	42.52070	12.39205	87.46048	95.80502	98.87690	10.83446	27.36335	38.68023	84.87292
2018-05-11 17:01:00	3590433799317662337	0.00000	9.72349	9.60765	9.50188	10.38028	12.16003	13.44733	15.08712	50.96982	0.00012	51.02864	44.74096	65.51057	18.49503	24.22548	43.78063	6.70780	11.55193	0.07510	45.75378	0.96879
2018-05-11 17:02:00	359043379931766882	0.00000	11.20163	9.74386	13.55712	13.10318	11.46151	10.27674	14.05476	50.92199	0.00014	35.49846	44.98980	60.99366	97.77275	16.01318	63.85247	74.32289	31.81370	63.30907	56.79194	96.17592
2018-05-11 17:03:00	8630330696303481040	1.00000	11.49018	5.32549	16.69779	14.30789	19.25361	16.06177	6.22310	41.49137	0.00001	40.72211	55.13693	70.46632	13.94796	99.08998	65.93810	70.51250	14.94766	80.35958	10.45088	92.95994
2018-05-11 17:04:00	3590433799317661172	1.00000	11.77285	16.00160	16.66466	13.62502	14.44519	13.41108	10.60148	61.28235	0.06514	58.16456	91.20577	68.11066	67.31448	30.28097	91.41681	53.95171	5.49803	26.88229	86.24440	31.94602
2018-05-11 17:05:00	3590433799317661503	1.00000	14.05925	8.68997	15.65158	16.18310	18.34656	13.57731	10.42659	57.46591	0.00005	42.02057	25.42642	14.95300	1.42652	2.18280	54.97360	64.16766	83.82786	94.60725	25.23417	59.61900
2018-05-11 17:06:00	3590433799317661271	0.00000	10.86199	12.50008	10.58625	9.54452	9.03494	14.28707	13.51880	61.23427	0.00197	41.95837	30.50163	93.67129	60.91083	67.64790	86.73795	58.49412	63.47416	90.48031	91.56164	87.35025
2018-05-11 17:07:00	8630330696303481917	1.00000	12.06180	8.50988	14.53561	10.74791	13.08002	14.04332	12.14169	63.39458	0.00005	65.07695	37.95153	39.93698	43.51290	90.65191	29.44893	26.30355	41.28232	84.34042	68.65054	82.41976
2018-05-11 17:08:00	8630330696303481305	1.00000	11.67269	19.56897	16.04916	16.25844	7.63972	15.00656	11.18301	38.98328	2.30726	36.19191	54.37602	65.90235	46.34719	92.78867	90.76738	82.40393	26.20206	27.75309	51.95648	2.15815
2018-05-11 17:09:00	863033069630348677	0.00000	12.36898	12.56012	12.30094	9.97329	9.85859	15.57195	13.04593	68.64690	0.00209	44.81016	25.73931	31.58686	74.97404	63.55493	7.88109	52.17016	70.85847	59.29012	45.58470	60.23056
2018-05-11 17:10:00	8630330696303482147	1.00000	11.99385	11.36455	15.44627	17.32230	14.68956	13.91862	10.87077	53.21295	0.00064	75.25723	59.34969	67.12272	62.47430	95.60063	67.87708	13.72909	86.34883	48.86799	56.69852	53.64737
2018-05-11 17:11:00	8630330696303482337	0.00000	8.16672	9.29431	9.93522	11.69747	12.40176	14.48960	15.52681	48.32705	0.00008	69.75252	59.29522	11.57749	30.45660	68.63874	83.80336	40.67775	5.30779	0.99290	3.86603	92.82837
2018-05-11 17:12:00	863033069630348487	1.00000	12.85458	15.63623	13.07012	9.50617	7.43451	13.27452	10.17970	38.75017	0.04521	43.42477	50.95084	80.49036	22.80568	59.79213	53.04969	79.66010	12.31893	34.45460	1.83699	56.48269
2018-05-11 17:13:00	8630330696303481784	1.00000	9.10378	14.62370	14.48669	13.98381	13.23710	15.29811	13.55245	61.49235	0.01643	39.05223	45.06956	47.70796	71.02130	78.34651	71.43053	27.30584	74.52791	40.86995	67.92234	11.90945
2018-05-11 17:14:00	8630330696303482121	0.00000	9.14866	12.33685	7.10602	10.90545	10.32980	12.68373	14.32904	39.28299	0.00167	62.48273	48.20496	12.81683	77.07540	83.68985	57.49299	80.88248	9.20721	17.34651	76.99720	34.52168
2018-05-11 17:15:00	8630330696303481768	1.00000	7.35640	13.73240	16.62204	12.48449	12.43164	16.04023	15.10993	56.77725	0.00675	39.38438	38.35593	45.38211	60.21433	86.13499	30.72367	60.11706	45.24262	68.17862	41.79638	47.22518
2018-05-11 17:16:00	3590433799317661008	1.00000	6.68061	16.06126	16.64522	11.14551	14.20982	12.15568	15.74742	54.42359	0.06915	35.45670	52.78464	80.36741	14.88776	64.97837	19.53893	38.44729	97.11171	53.28367	26.84536	6.15719
2018-05-11 17:17:00	8630330696303481388	1.00000	8.50026	14.91822	14.36397	14.77039	14.37755	13.69479	14.39058	38.39597	0.02205	53.63172	40.58852	59.52191	94.56422	98.22721	76.66312	96.80749	72.32749	96.97170	23.08992	89.43325
2018-05-11 17:18:00	863033069630348602	1.00000	9.72242	10.14495	12.36571	11.96089	12.39920	14.41862	12.37151	39.26214	0.00020	54.05967	43.58846	93.21210	77.48275	41.87162	39.62146	25.43338	96.93360	7.00107	17.27420	20.33118
2018-05-11 17:19:00	8630330696303481545	1.00000	9.43427	12.87015	12.62282	11.47762	9.69302	16.26176	13.27591	36.88988	0.00285	61.99441	66.23563	5.22613	70.93385	61.41626	68.00995	37.77675	24.48568	38.08274	71.90020	55.77644
2018-05-11 17:20:00	863033069630348297	0.00000	8.81280	14.91140	14.33176	18.93851	12.72896	11.70620	18.59071	35.96088	0.02190	39.31496	27.64131	63.84314	11.27400	70.35455	27.97907	16.35532	65.22726	56.81697	62.61413	5.13102
2018-05-11 17:21:00	863033069630348115	0.00000	16.15766	10.02071	16.13107	8.30028	14.59859	12.07196	17.11262	51.28992	0.00017	56.90921	28.39864	60.89513	71.50113	36.38662	30.54529	80.56913	40.52788	21.81955	11.38506	31.45541
2018-05-11 17:22:00	3590433799317661453	1.00000	8.74010	14.65744	13.50576	10.16287	9.82162	16.48421	12.49098	90.38110	0.01699	65.45448	34.99500	73.21015	29.52675	86.73351	89.02375	33.40441	13.02947	29.30631	4.43848	57.12686
2018-05-11 17:23:00	863033069630348636	1.00000	9.18940	8.27878	12.43720	13.19133	10.63927	17.86865	13.48360	37.99258	0.00004	68.41895	58.76896	23.62245	9.39684	19.94551	61.29925	63.23208	10.09768	26.63657	5.55352	0.14338
2018-05-11 17:24:00	863033069630348636	1.00000	11.29787	11.90106	14.71621	15.88262	16.06055	14.75008	11.15290	55.93492	0.00109	83.11187	70.98605	46.46816	79.60296	65.34167	39.99798	56.66572	13.58756	11.65198	73.59386	79.03236
2018-05-11 17:25:00	3590433799317661594	0.00000	16.41931	11.93021	16.19864	8.18574	12.39153	16.17255	16.10949	56.46881	0.00112	31.32377	57.39367	38.34730	45.11100	17.17228	46.37037	78.51022	70.94645	85.24711	92.94724	10.44853
2018-05-11 17:26:00	8630330696303482071	1.00000	10.29826	14.22954	13.17119	17.84115	10.56870	13.87212	17.25124	73.31101	0.01108	45.78900	39.30800	13.78378	60.40611	19.03602	50.81606	2.96523	93.52299	95.28756	81.29655	24.10246
2018-05-11 17:27:00	8630330696303482006	1.00000	8.45279	11.94954	10.93771	14.69600	15.52763	15.48108	13.17114	32.99220	0.00114	47.65371	41.37287	72.88165	9.37471	47.67538	34.07503	27.54872	23.99328	33.31145	35.41752	36.40482
2018-05-11 17:28:00	3590433799317661644	0.00000	12.42174	9.94824	14.10035	12.35875	10.67355	13.83099	12.97261	51.64161	0.00016	62.81667	57.86259	41.19920	50.08533	59.81149	87.99434	6.59238	42.27673	57.07277	58.76051	29.53001
2018-05-11 17:29:00	3590433799317662428	1.00000	9.02131	12.01132	13.16428	13.45128	10.56017	15.43686	15.30976	50.95098	0.00121	40.15933	50.77248	69.01392	21.19930	99.33368	86.17807	82.52829	39.38465	90.89612	16.11631	44.55282
2018-05-11 17:30:00	8630330696303481883	0.00000	9.24100	14.78226	14.69817	16.86895	11.66706	15.69561	14.44071	36.47668	0.01926	52.28926	46.80252	26.22569	80.45321	94.56727	54.39277	18.89493	1.01663	12.43053	21.63977	65.08755
2018-05-11 17:31:00	3590433799317661982	0.00000	16.78211	11.67242	12.73918	10.97068	9.89742	16.03107	14.04079	56.15107	0.00087	47.69653	55.61011	16.66645	55.12098	54.57565	41.45312	85.31573	16.42231	42.29666	63.47386	68.60809
2018-05-11 17:32:00	863033069630348800	1.00000	9.83712	7.41284	11.97213	15.48527	11.53353	15.65500	10.94622	64.56610	0.00002	46.31164	40.47180	82.52492	89.19548	32.54158	57.66219	36.88326	78.12816	49.31541	44.78400	69.48655
2018-05-11 17:33:00	863033069630348735	1.00000	9.06267	16.43472	20.25841	14.03934	12.89834	11.57047	13.58901	51.68113	0.10044	50.95827	47.31212	47.68377	63.69486	91.67927	49.87393	77.83409	79.02237	47.40810	63.82229	71.22005
2018-05-11 17:34:00	863033069630348255	1.00000	8.96635	10.92120	12.76516	16.99750	14.87775	14.37477	17.32536	22.33718	0.00041	52.81414	48.12303	1.67818	94.25267	11.05677	39.34075	62.44909	66.94705	21.23731	70.14198	20.46325
2018-05-11 17:35:00	863033069630348339	1.00000	11.30020	12.14711	15.93338	16.91725	16.78791	14.30547	6.73196	62.92429	0.00138	66.61047	64.60033	44.55339	28.78525	88.49395	83.96195	93.11127	92.48631	38.83766	14.09696	62.44354
2018-05-11 17:36:00	8630330696303481735	0.00000	18.23527	10.92660	12.93747	4.44795	10.89663	14.78958	15.26718	56.80144	0.00042	62.65415	27.29550	53.55178	72.57593	80.14249	79.83159	47.26601	93.72702	6.87550	42.56347	10.28632
2018-05-11 17:37:00	359043379931766742	0.00000	11.83691	11.50775	12.43547	10.22144	8.79203	16.16082	15.77045	53.63665	0.00074	59.00188	41.53256	33.94430	74.09247	59.49259	94.16502	47.89935	66.48360	11.44988	39.96425	62.63747
2018-05-11 17:38:00	3590433799317662311	1.00000	12.95845	12.44068	15.49124	11.18018	11.46949	11.78367	14.18243	42.49793	0.00186	63.58996	45.24383	23.81342	93.02079	32.15094	60.90587	82.76315	25.12907	5.55604	28.32528	53.12195
2018-05-11 17:39:00	863033069630348032	0.00000	8.94918	12.45920	10.58734	10.08518	9.93949	15.21606	13.90587	37.41754	0.00190	33.10951	51.69782	31.38302	29.68890	50.50490	32.37112	70.17384	27.42508	77.08666	74.38292	27.47289
2018-05-11 17:40:00	8630330696303481156	0.00000	11.43901	14.13964	10.25514	11.48464	9.01550	15.42571	14.86445	41.98108	0.01013	40.34692	28.21275	10.11412	39.35738	65.02228	52.67308	55.47357	13.86029	3.32070	65.75208	65.72207
2018-05-11 17:41:00	359043379931766353	0.00000	9.43031	6.75978	10.73560	9.18519	11.91539	9.16730	15.64664	32.64212	0.00001	52.26743	32.80774	94.44727	85.08579	10.99692	4.29835	43.36991	10.99809	67.76376	53.49870	31.59621
2018-05-11 17:42:00	863033069630348636	0.00000	16.05262	13.70244	18.38210	9.77617	10.45326	17.28153	18.06680	50.19822	0.00654	66.26668	40.78899	84.85354	39.57274	65.70342	53.03741	75.60655	41.13768	12.33644	45.92098	68.93816
2018-05-11 17:43:00	863033069630348859	0.00000	15.50246	9.78973	18.75825	10.30904	13.32704	15.85707	17.79831	65.09784	0.00014	68.37239	25.38439	72.90144	95.13785	42.91251	47.08035	4.97718	94.57078	72.53910	51.25077	42.91650
2018-05-11 17:44:00	3590433799317661206	0.00000	12.48883	9.21730	11.62256	11.77792	11.40807	13.89991	16.07909	64.19864	0.00008	53.86323	43.33168	5.69081	69.73037	53.46288	64.13050	52.61308	86.29348	53.87936	19.88397	58.38165
2018-05-11 17:45:00	359043379931766361	1.00000	10.40159	14.61858	15.01905	11.96704	13.78154	13.96168	12.11932	67.11997	0.01635	58.72806	44.53839	68.31012	74.44091	1.46881	89.59917	62.75836	14.97655	70.45005	22.75454	38.29387
2018-05-11 17:46:00	8630330696303481776	0.00000	11.47957	10.56050	10.85593	14.57103	7.91908	14.36725	13.96654	40.44006	0.00029	59.50762	69.18303	42.18713	91.98432	31.38167	69.55578	80.95954	29.97926	36.91550	29.06646	21.99296
2018-05-11 17:47:00	8630330696303482345	0.00000	10.98196	12.91383	11.84235	15.96858	16.59854	14.08588	12.69482	47.63870	0.00298	37.36365	51.90336	92.60519	50.57126	12.74008	37.85201	73.73234	78.22549	99.96611	74.28785	46.64563
2018-05-11 17:48:00	3590433799317661248	0.00000	11.13192	15.38550	11.27862	10.89696	10.06320	14.04667	16.48374	39.93853	0.03518	46.64025	53.32693	89.83267	60.05927	48.09443	54.24019	54.55146	83.61600	75.03140	13.94583	7.32908
2018-05-11 17:49:00	359043379931766387	1.00000	9.11446	12.24400	12.48330	12.11775	9.68089	17.36616	12.38136	61.87719	0.00153	52.75198	29.43222	0.49909	8.70263	90.31243	32.23936	66.86681	84.70444	96.71873	22.31963	50.99395
2018-05-11 17:50:00	863033069630348750	1.00000	8.26770	9.48689	13.80932	16.19547	12.39667	16.24559	7.80049	48.24159	0.00010	39.92475	45.02055	71.98986	61.40961	56.49047	74.10655	94.65503	46.66303	8.56891	65.59229	74.95305
2018-05-11 17:51:00	863033069630348891	0.00000	14.04472	10.45307	14.64528	12.20694	9.38870	15.48071	14.57423	50.57669	0.00027	40.53869	42.26559	18.68353	18.89132	35.79249	3.97133	0.15133	7.28654	84.22824	79.25674	5.67152
2018-05-11 17:52:00	3590433799317661156	0.00000	11.78847	9.97938	14.16954	7.98454	11.56414	14.21076	15.81712	32.27778	0.00017	71.99020	38.58496	19.13096	99.27848	87.52783	55.45839	91.87889	47.18297	64.10656	0.59222	29.03058
2018-05-11 17:53:00	359043379931766841	1.00000	11.52097	10.56089	15.55338	13.58699	15.71421	13.84234	10.64160	57.76701	0.00029	41.20302	62.48406	86.02936	40.25477	20.04984	0.53479	43.81968	88.52303	9.01636	25.17144	78.03933
2018-05-11 17:54:00	8630330696303481917	1.00000	10.72917	10.01465	14.03775	15.55821	14.79989	13.32170	12.21864	59.64576	0.00017	83.65235	58.81287	14.46671	99.10282	35.38879	21.64729	18.46191	81.57818	76.72581	37.86981	51.49190
2018-05-11 17:55:00	863033069630348826	1.00000	14.00853	9.42646	15.79532	14.15179	9.95139	14.96010	17.37491	59.07757	0.00010	50.13984	76.87363	2.83973	91.73611	5.91274	17.07564	65.67449	54.80860	81.50787	34.49395	7.53055
2018-05-11 17:56:00	3590433799317661131	1.00000	7.83475	9.71022	9.86465	12.76299	12.78396	14.96288	15.42604	46.90068	0.00013	26.12753	64.08380	20.26215	52.31295	90.88413	81.70039	13.30735	44.44993	40.70754	7.11239	80.28902
2018-05-11 17:57:00	3590433799317661156	1.00000	9.64961	14.71619	17.80507	16.18191	16.14235	18.49645	6.04537	53.70421	0.01802	55.89823	49.32822	31.09991	28.15119	24.87466	37.07082	19.53607	39.82023	25.11644	18.97869	59.72061
2018-05-11 17:58:00	3590433799317661768	1.00000	10.80154	11.54428	13.85669	12.69163	14.66472	14.44412	12.02414	30.48828	0.00077	55.88810	36.96489	31.95899	63.71333	17.82365	62.32403	98.78378	71.25624	44.66168	55.51233	81.89738
2018-05-11 17:59:00	8630330696303482428	1.00000	13.66501	16.30856	17.39107	14.62598	5.58617	16.81459	11.11310	54.26544	0.08855	55.77587	23.14844	88.75579	91.48655	9.03349	5.12631	29.43341	85.56227	14.13170	47.89073	89.28558
2018-05-11 18:00:00	8630330696303481909	1.00000	12.29092	5.70991	13.67411	14.19508	16.09172	14.15288	12.78560	64.14445	0.00001	51.84783	71.23542	0.21377	46.42694	74.33366	68.85088	58.62632	29.88308	38.18371	90.72829	76.68282
2018-05-11 18:01:00	863033069630348503	1.00000	9.37152	13.35583	15.54411	15.07100	10.56365	14.83920	14.77316	61.91276	0.00463	46.73234	38.63552	74.20598	24.87373	68.00610	57.51289	80.90737	65.16681	1.20452	16.52328	88.41293
2018-05-11 18:02:00	3590433799317661354	1.00000	10.83578	8.59625	15.29947	13.52867	12.81189	15.51984	8.41636	43.50384	0.00005	32.31818	44.58465	40.90968	33.01540	86.47158	95.69388	45.48130	19.46904	45.76867	47.66660	65.50745
2018-05-11 18:03:00	8630330696303481354	0.00000	12.93432	11.52396	15.25044	13.15946	7.60681	17.49689	15.50284	59.96901	0.00075	31.88178	48.62451	13.36329	47.94303	58.28120	33.10890	89.26759	87.50658	58.70907	56.87417	21.50101
2018-05-11 18:04:00	359043379931766668	1.00000	11.74776	12.08656	13.06464	10.36319	10.91165	14.37479	12.75634	37.74286	0.00131	52.04015	71.98090	26.67963	44.08810	43.47046	18.76059	62.25340	49.99014	34.54667	8.82266	85.07782
2018-05-11 18:05:00	8630330696303481669	1.00000	11.70085	9.65929	12.23695	15.59740	17.75672	11.90759	13.71178	42.45251	0.00013	44.70715	43.47758	37.72097	60.21256	15.74935	14.95633	23.36168	93.45587	98.72975	48.35693	46.60496
2018-05-11 18:06:00	8630330696303481495	1.00000	11.58671	6.80063	13.10100	13.21593	11.87260	12.46802	12.43413	41.00488	0.00001	76.76814	61.70496	39.39142	39.60757	91.88678	83.18289	91.45996	65.67220	74.35021	48.42848	42.40109
2018-05-11 18:07:00	359043379931766247	1.00000	12.33873	13.14199	16.30309	13.69976	14.72652	13.43317	10.32645	66.06126	0.00374	50.09456	45.71636	65.13329	40.93612	46.77478	17.10161	84.93350	31.38673	64.52095	82.74583	72.34995
