,mwra
42561,0.0
33974,1.0
24112,0.0
32832,1.0
48040,1.0
39289,1.0
42315,1.0
16879,0.0
28685,1.0
4118,1.0
809,1.0
45541,0.0
37527,1.0
15067,1.0
44513,1.0
11252,1.0
45356,0.0
37472,0.0
38874,0.0
11203,1.0
23867,0.0
40517,1.0
40895,1.0
43465,1.0
45400,0.0
25977,0.0
17098,1.0
31538,0.0
27687,1.0
36450,1.0
38056,1.0
1929,0.0
31901,1.0
43716,1.0
32331,1.0
47117,1.0
11780,1.0
27051,1.0
18992,1.0
36994,1.0
2216,0.0
11320,1.0
29108,1.0
22966,1.0
29303,1.0
36200,0.0
16314,1.0
4568,1.0
27468,1.0
29484,1.0
18359,1.0
1847,1.0
881,1.0
6063,1.0
2188,1.0
46902,0.0
21481,1.0
17330,1.0
28703,0.0
41173,1.0
43913,1.0
18561,0.0
2560,1.0
16216,0.0
43402,1.0
27265,0.0
41467,0.0
5612,0.0
23022,1.0
38728,1.0
45911,0.0
42693,1.0
9978,1.0
18390,0.0
12432,0.0
11363,1.0
34330,1.0
2401,1.0
43246,1.0
9635,1.0
37651,1.0
18764,1.0
7256,1.0
17124,0.0
48047,1.0
28837,1.0
5928,0.0
4753,0.0
11482,1.0
13691,0.0
34661,0.0
47981,1.0
45193,0.0
1472,0.0
32487,0.0
19617,1.0
35293,1.0
11746,0.0
32474,1.0
6692,1.0
19943,1.0
41955,0.0
40021,1.0
25247,1.0
46009,1.0
39048,0.0
8662,1.0
18840,0.0
25347,0.0
11657,0.0
38247,0.0
42605,1.0
5560,0.0
25773,1.0
35485,1.0
18420,0.0
30892,1.0
8069,1.0
13188,1.0
36037,1.0
12331,0.0
5136,1.0
8746,1.0
9147,1.0
21568,1.0
1440,0.0
13714,0.0
9696,0.0
39564,0.0
12473,1.0
44121,0.0
16127,0.0
29271,0.0
46243,1.0
11932,0.0
9600,1.0
38077,1.0
27347,1.0
12333,0.0
27245,1.0
13479,0.0
41483,1.0
23103,0.0
14724,0.0
10197,1.0
34608,0.0
38564,1.0
36718,1.0
29115,0.0
14187,0.0
47974,1.0
29132,1.0
32990,1.0
24689,1.0
43801,1.0
4240,1.0
25197,1.0
28781,1.0
6466,0.0
46795,1.0
29243,0.0
27611,0.0
39064,0.0
1315,1.0
12718,0.0
19672,1.0
9223,0.0
10352,1.0
8074,1.0
33013,0.0
15598,0.0
40163,1.0
36523,1.0
41901,1.0
28232,0.0
39960,1.0
23368,1.0
13578,1.0
17968,1.0
23435,1.0
26001,0.0
38481,0.0
15964,1.0
30318,1.0
14941,1.0
39688,1.0
3138,0.0
39917,0.0
30278,0.0
46991,1.0
22110,0.0
32414,1.0
23420,0.0
34127,1.0
35342,1.0
1287,0.0
3948,1.0
27976,1.0
2621,0.0
13291,1.0
38822,1.0
22984,1.0
23682,1.0
40523,0.0
12017,1.0
39485,0.0
46704,1.0
17544,0.0
2238,0.0
33070,1.0
48003,1.0
1205,1.0
4664,1.0
37815,0.0
24497,0.0
39192,1.0
31053,0.0
27147,1.0
45622,1.0
35810,1.0
32520,1.0
27577,1.0
33075,1.0
44968,0.0
17246,0.0
15737,1.0
36150,1.0
39197,1.0
39191,1.0
20854,0.0
9999,1.0
29591,1.0
35104,1.0
3825,1.0
4958,0.0
42295,0.0
46522,0.0
47242,0.0
9144,0.0
44731,0.0
34906,1.0
14582,0.0
8896,1.0
10011,1.0
47084,1.0
7683,1.0
21500,1.0
32393,1.0
15070,0.0
39785,1.0
11686,0.0
6917,0.0
885,0.0
22713,1.0
6288,0.0
18599,0.0
31190,1.0
14007,1.0
5274,1.0
14529,1.0
24403,1.0
30469,1.0
33878,1.0
46737,0.0
5758,0.0
12847,1.0
19948,0.0
24147,1.0
40316,0.0
21965,1.0
2355,1.0
12344,1.0
20407,1.0
8912,1.0
17991,1.0
45830,0.0
3976,1.0
12620,1.0
6210,0.0
30785,1.0
32434,0.0
23459,1.0
9347,1.0
41643,1.0
10667,1.0
24634,0.0
3699,1.0
8652,0.0
31940,1.0
1329,1.0
41088,1.0
14034,1.0
18543,1.0
40659,1.0
5125,1.0
1571,0.0
34509,1.0
15698,0.0
19549,1.0
31377,1.0
37790,1.0
27651,0.0
24038,1.0
18458,0.0
46396,0.0
36419,1.0
34272,1.0
27844,1.0
33815,1.0
28033,1.0
32900,1.0
45190,0.0
33693,1.0
15542,0.0
2202,1.0
3477,0.0
24671,1.0
27546,1.0
15628,1.0
35672,1.0
12049,0.0
21044,0.0
695,1.0
13776,0.0
42396,1.0
1428,0.0
16868,1.0
39926,1.0
8551,1.0
3733,1.0
39975,1.0
30141,1.0
39967,1.0
14213,0.0
13002,0.0
34988,0.0
36673,1.0
10719,1.0
17691,1.0
15264,0.0
45194,0.0
35620,1.0
6019,1.0
9891,0.0
44889,1.0
36533,1.0
1504,0.0
3768,1.0
38875,0.0
6990,1.0
29019,0.0
39904,1.0
21218,1.0
11804,1.0
22119,1.0
30301,1.0
40413,0.0
32989,1.0
31121,0.0
18757,0.0
4129,1.0
17872,0.0
11021,0.0
42379,0.0
3527,1.0
766,1.0
31227,0.0
17187,1.0
32712,1.0
28880,1.0
37464,0.0
24910,0.0
45072,0.0
37010,0.0
6294,1.0
47639,0.0
23589,1.0
325,0.0
30312,1.0
23191,1.0
32357,1.0
3689,1.0
31684,0.0
17445,1.0
35020,0.0
33499,1.0
11186,0.0
41,1.0
5831,1.0
22214,1.0
24678,0.0
10158,1.0
5108,1.0
19597,1.0
6595,0.0
8229,1.0
33554,0.0
19307,1.0
11612,0.0
30295,1.0
23688,1.0
25317,1.0
45169,0.0
27581,0.0
21320,1.0
42448,1.0
9760,0.0
33944,1.0
26576,1.0
11233,1.0
23230,1.0
48375,1.0
18929,1.0
14328,1.0
16485,1.0
36380,1.0
11995,0.0
46008,0.0
41396,0.0
8414,1.0
10019,1.0
43609,0.0
19209,1.0
14371,0.0
11675,0.0
47845,0.0
18327,1.0
10573,0.0
2720,0.0
10162,0.0
5955,1.0
12912,1.0
18563,1.0
11728,1.0
32680,0.0
29730,0.0
16189,0.0
30228,1.0
42017,0.0
42145,1.0
46871,0.0
24623,1.0
43203,0.0
47344,1.0
6084,1.0
15763,1.0
11716,1.0
39089,1.0
6952,1.0
46104,0.0
17251,1.0
42266,1.0
30507,0.0
9690,1.0
27246,1.0
36690,1.0
20804,1.0
19117,1.0
43114,1.0
35296,1.0
35720,0.0
48076,1.0
46692,0.0
11540,1.0
11520,1.0
24392,1.0
40687,1.0
829,0.0
7808,1.0
20925,1.0
18364,0.0
21037,0.0
185,1.0
21280,1.0
38683,1.0
32240,1.0
23390,1.0
21561,0.0
24008,1.0
22755,1.0
4574,1.0
47360,0.0
14533,0.0
33102,0.0
3960,1.0
31230,1.0
29071,1.0
34562,1.0
20962,0.0
20905,1.0
36501,1.0
13141,0.0
12189,1.0
10392,1.0
12056,1.0
26686,0.0
393,0.0
22148,1.0
40750,1.0
39603,1.0
27182,1.0
867,1.0
433,1.0
41603,0.0
46133,1.0
27866,1.0
16737,1.0
8365,0.0
39638,1.0
604,0.0
14048,1.0
42327,0.0
2774,1.0
34516,0.0
41504,1.0
31729,1.0
9680,1.0
21337,0.0
46388,1.0
3571,1.0
24638,0.0
23054,1.0
19918,1.0
36719,1.0
9989,1.0
42211,0.0
18500,1.0
48034,1.0
28271,0.0
29356,1.0
6185,0.0
18041,1.0
25831,0.0
35478,0.0
3859,1.0
15412,1.0
3958,1.0
10282,1.0
24866,0.0
31223,0.0
540,0.0
33181,1.0
1749,1.0
25165,0.0
36112,1.0
44210,0.0
7483,0.0
26135,0.0
41092,1.0
6664,0.0
13134,1.0
36094,1.0
17171,1.0
39949,0.0
2313,0.0
22307,0.0
30509,0.0
16265,0.0
975,0.0
23359,1.0
22410,0.0
5119,1.0
7818,1.0
18140,1.0
39013,1.0
18008,1.0
32389,1.0
15346,0.0
2632,1.0
360,0.0
28614,0.0
29420,1.0
20126,1.0
47984,1.0
8550,1.0
15793,1.0
37111,0.0
40640,0.0
41028,1.0
7039,1.0
17111,1.0
33934,1.0
46266,1.0
3896,1.0
15626,1.0
20381,0.0
17789,1.0
43432,1.0
16770,1.0
29464,0.0
27008,0.0
21094,0.0
30525,1.0
11855,1.0
6096,1.0
1768,0.0
31232,1.0
36702,1.0
37048,0.0
45556,1.0
1452,1.0
33060,1.0
42184,1.0
27871,1.0
21283,1.0
9942,0.0
46610,1.0
44362,1.0
11961,0.0
2806,0.0
23358,1.0
27102,0.0
42254,1.0
16945,0.0
12882,1.0
10563,1.0
20978,1.0
31101,0.0
48164,1.0
33829,1.0
46867,1.0
26447,1.0
9292,0.0
15773,0.0
135,1.0
6077,1.0
24222,0.0
12652,1.0
11996,0.0
5856,1.0
24336,1.0
2944,0.0
22446,0.0
27944,0.0
34597,0.0
5465,1.0
42948,0.0
10224,1.0
27470,1.0
22696,0.0
15941,1.0
44951,1.0
36048,0.0
33898,1.0
12433,0.0
26622,0.0
3237,1.0
26635,1.0
23492,1.0
46953,1.0
43514,1.0
29083,1.0
17711,0.0
35366,1.0
39318,1.0
13712,1.0
14574,0.0
16747,1.0
24522,0.0
23565,0.0
23033,1.0
14410,1.0
26847,0.0
43071,1.0
32724,0.0
17461,1.0
29343,1.0
12018,1.0
30144,1.0
22241,0.0
21344,1.0
47822,1.0
44470,0.0
48267,1.0
34533,1.0
47593,1.0
46151,0.0
5887,0.0
17917,1.0
10297,1.0
11971,1.0
7177,0.0
2380,1.0
1236,1.0
34252,0.0
41704,1.0
28105,0.0
38662,1.0
8796,1.0
571,1.0
5404,0.0
7765,1.0
46774,0.0
9133,1.0
45560,1.0
23362,1.0
13217,1.0
23973,0.0
24453,1.0
39845,1.0
35591,0.0
29102,1.0
22977,1.0
47924,1.0
45785,1.0
25,0.0
41389,0.0
21734,0.0
18382,1.0
24218,1.0
1365,1.0
23807,0.0
31732,0.0
30875,1.0
42501,1.0
4442,1.0
14094,1.0
43578,0.0
34300,1.0
35975,0.0
13346,1.0
19350,1.0
2065,0.0
41926,1.0
13678,1.0
25489,1.0
5061,0.0
18243,1.0
16893,0.0
4975,1.0
34771,0.0
47584,0.0
30601,1.0
2792,0.0
36181,1.0
10897,1.0
5207,0.0
33915,1.0
11299,1.0
12726,0.0
26093,1.0
32260,1.0
4651,1.0
14047,1.0
25908,0.0
39068,0.0
15131,1.0
16579,1.0
6624,0.0
41370,0.0
29034,1.0
15817,0.0
7712,0.0
33245,1.0
1017,0.0
855,0.0
39977,0.0
15963,1.0
30838,1.0
5719,1.0
17286,1.0
6501,1.0
8633,0.0
16897,1.0
23743,0.0
15759,1.0
36158,1.0
26887,0.0
37913,0.0
19885,0.0
8443,0.0
23282,0.0
41708,0.0
31712,0.0
10614,0.0
21930,1.0
3718,0.0
5888,0.0
41529,1.0
31175,0.0
38469,0.0
46927,0.0
10114,1.0
40876,1.0
24886,0.0
32819,1.0
43234,1.0
33524,0.0
34740,0.0
11184,0.0
39675,0.0
15584,1.0
13018,0.0
36111,1.0
42025,0.0
2794,1.0
37360,1.0
21184,0.0
7719,1.0
22481,1.0
12897,0.0
33863,0.0
36791,0.0
3821,1.0
17448,1.0
21152,1.0
7088,0.0
9239,0.0
44988,1.0
46463,0.0
47863,0.0
34411,1.0
45838,1.0
38394,0.0
29153,1.0
4309,1.0
36275,1.0
19290,1.0
37695,1.0
27551,0.0
25677,1.0
2646,1.0
12202,0.0
30060,1.0
26979,0.0
41977,1.0
24591,0.0
6421,1.0
25499,1.0
20990,1.0
14103,1.0
41288,1.0
4661,1.0
13513,0.0
29469,0.0
12578,0.0
19674,1.0
15604,0.0
21157,0.0
45900,0.0
23136,0.0
40432,0.0
37302,1.0
34957,0.0
20098,0.0
29214,1.0
45710,0.0
12359,0.0
3846,0.0
22679,0.0
13540,1.0
48091,0.0
16712,1.0
20555,0.0
36260,1.0
26080,0.0
15299,1.0
19402,1.0
40688,1.0
45642,1.0
27668,1.0
36447,1.0
41237,1.0
3261,0.0
12526,0.0
33669,0.0
35926,1.0
39529,1.0
35894,1.0
36173,1.0
39189,0.0
28377,1.0
20543,1.0
6023,0.0
42767,0.0
15040,0.0
11091,1.0
39406,0.0
13472,0.0
19717,1.0
42655,0.0
44352,1.0
7591,1.0
21262,0.0
46487,0.0
46862,1.0
24203,1.0
36269,1.0
40195,0.0
22987,1.0
29268,0.0
22638,1.0
14932,0.0
1535,0.0
21524,0.0
37808,0.0
6307,0.0
13803,0.0
14028,1.0
18813,1.0
22724,0.0
32241,1.0
46992,1.0
35702,0.0
3215,1.0
16622,1.0
10815,1.0
26098,1.0
47422,0.0
28003,1.0
7313,0.0
42830,0.0
44101,1.0
29104,1.0
27288,1.0
46325,0.0
4053,0.0
45841,1.0
25181,1.0
38594,1.0
5101,1.0
47824,1.0
46834,0.0
13901,0.0
16903,1.0
5924,0.0
39703,1.0
5483,1.0
5324,1.0
2364,1.0
32266,1.0
32204,0.0
41361,1.0
8800,1.0
11731,1.0
40338,1.0
38068,0.0
27982,1.0
13145,0.0
35816,1.0
5277,1.0
27681,1.0
23585,0.0
14527,1.0
38491,0.0
27235,1.0
59,1.0
11067,1.0
1419,1.0
16151,0.0
42176,1.0
10769,1.0
21903,1.0
925,1.0
46152,0.0
44636,0.0
41768,1.0
37752,0.0
41068,1.0
20147,1.0
27234,1.0
43341,1.0
31136,0.0
19270,1.0
26843,1.0
18254,0.0
3575,1.0
22920,1.0
28163,1.0
22275,1.0
44484,1.0
32845,1.0
17803,1.0
47873,0.0
32928,1.0
32502,0.0
15058,1.0
42228,0.0
27929,0.0
34967,0.0
16327,0.0
37721,0.0
32896,0.0
2205,1.0
30088,0.0
36505,1.0
37885,1.0
10076,1.0
39819,1.0
43631,0.0
22805,1.0
12766,0.0
25947,1.0
46512,1.0
16973,1.0
28516,1.0
23044,0.0
17589,1.0
6677,1.0
37988,1.0
32366,1.0
30233,1.0
29623,1.0
6446,1.0
35551,0.0
14351,1.0
30940,1.0
38785,1.0
22660,1.0
28015,1.0
12550,1.0
22579,1.0
35947,0.0
26446,1.0
23223,0.0
33450,1.0
4591,0.0
13761,0.0
39212,0.0
14530,1.0
48008,1.0
24926,0.0
16970,1.0
39113,0.0
6621,1.0
972,1.0
19427,0.0
43706,1.0
10548,1.0
12801,1.0
20656,1.0
976,0.0
35537,1.0
38690,0.0
17753,1.0
2423,0.0
4407,1.0
1689,1.0
3411,0.0
3133,0.0
1187,1.0
16944,0.0
37992,0.0
1144,1.0
13635,1.0
40203,0.0
47072,1.0
12587,1.0
32693,1.0
48373,1.0
31550,1.0
37950,1.0
44604,1.0
4723,0.0
15063,1.0
41497,1.0
11526,1.0
28553,1.0
15692,1.0
46771,0.0
9361,1.0
15855,1.0
11200,0.0
15218,0.0
29803,1.0
45488,0.0
31299,1.0
20751,0.0
20778,1.0
37994,0.0
34641,0.0
35749,0.0
38487,1.0
13853,1.0
9494,1.0
30675,1.0
31487,1.0
6331,1.0
10948,1.0
20266,1.0
45921,1.0
31604,1.0
15820,0.0
1867,1.0
3872,0.0
11298,1.0
21191,0.0
15383,0.0
3680,1.0
46193,1.0
15730,0.0
45254,1.0
32495,0.0
20556,1.0
23987,0.0
8506,0.0
35609,1.0
18936,0.0
15405,1.0
26605,0.0
5318,1.0
27966,0.0
42395,1.0
39518,0.0
16013,1.0
2660,1.0
30521,0.0
4205,0.0
40046,1.0
19439,1.0
27469,1.0
31270,1.0
39402,1.0
15844,0.0
32223,0.0
24794,1.0
41482,1.0
16509,1.0
29036,0.0
3728,1.0
28898,1.0
14809,0.0
47268,1.0
40839,1.0
14975,1.0
14661,1.0
24515,1.0
743,1.0
36177,1.0
16439,1.0
35514,1.0
16434,0.0
13031,0.0
807,1.0
43593,0.0
22290,0.0
11702,0.0
38514,0.0
15495,1.0
7290,0.0
11307,0.0
16515,1.0
8041,0.0
21780,1.0
13071,1.0
30946,0.0
25776,1.0
38280,0.0
7021,1.0
20325,0.0
20753,0.0
9796,1.0
34187,1.0
12934,1.0
7617,0.0
32629,1.0
47870,0.0
16756,0.0
32716,1.0
16161,1.0
33230,1.0
5725,1.0
17346,1.0
43080,0.0
3094,0.0
41528,1.0
30741,0.0
47177,1.0
8988,1.0
43308,1.0
19940,0.0
23192,1.0
25871,1.0
46140,1.0
42269,0.0
23742,0.0
11012,1.0
6103,1.0
40481,1.0
32993,1.0
37526,1.0
29461,0.0
14332,0.0
44926,0.0
4874,0.0
38845,1.0
8828,1.0
8810,1.0
19005,1.0
8645,1.0
27842,1.0
27033,0.0
15891,1.0
34436,1.0
37116,1.0
34989,0.0
35197,1.0
32104,0.0
3582,1.0
31936,1.0
25337,1.0
15687,1.0
3295,0.0
45274,0.0
20785,1.0
38183,1.0
2403,1.0
15548,1.0
7300,0.0
9070,1.0
8126,0.0
38473,1.0
5835,1.0
21830,1.0
17170,1.0
9069,1.0
4786,1.0
29775,1.0
19329,1.0
27575,1.0
410,1.0
12091,0.0
31418,1.0
14230,1.0
31375,0.0
18573,1.0
40036,0.0
14679,1.0
44775,1.0
2816,0.0
24425,0.0
13049,1.0
33125,1.0
24960,0.0
30450,1.0
11443,0.0
24257,0.0
43832,1.0
20793,0.0
46282,0.0
38541,1.0
26481,0.0
47109,0.0
448,1.0
22268,0.0
41634,1.0
38120,1.0
30742,1.0
42718,1.0
4417,1.0
25118,1.0
33215,0.0
21408,1.0
4041,1.0
35951,0.0
12741,0.0
18038,1.0
37175,1.0
23266,0.0
29043,0.0
26248,1.0
36098,1.0
25771,1.0
19191,1.0
38089,0.0
10558,0.0
23594,0.0
19436,1.0
39745,1.0
45497,1.0
43503,0.0
14024,1.0
44223,0.0
19215,0.0
22916,0.0
34615,0.0
35364,0.0
16217,0.0
4516,0.0
31886,1.0
18631,1.0
10101,1.0
22741,0.0
1135,1.0
32342,0.0
45877,1.0
31062,0.0
45575,0.0
36746,1.0
4714,1.0
37434,1.0
38241,1.0
10790,0.0
42519,0.0
12415,1.0
46777,1.0
9909,0.0
8788,1.0
30238,0.0
37968,1.0
47989,1.0
27124,1.0
7482,0.0
22392,0.0
11752,1.0
48372,1.0
15776,0.0
16129,0.0
14066,0.0
37027,1.0
27678,1.0
8092,1.0
8251,0.0
6306,0.0
1948,1.0
19133,1.0
33778,1.0
5447,0.0
2458,1.0
47304,1.0
24044,0.0
31775,0.0
45653,1.0
47385,1.0
21601,1.0
22474,1.0
44034,1.0
31246,1.0
9463,0.0
32315,0.0
8861,0.0
1733,1.0
23830,0.0
36992,1.0
31278,0.0
39676,0.0
47556,1.0
10206,1.0
21064,0.0
4536,0.0
9043,1.0
18656,0.0
18530,1.0
17565,1.0
28115,1.0
1543,0.0
38691,1.0
610,1.0
5723,1.0
4553,1.0
5351,1.0
32436,0.0
37673,0.0
643,1.0
42465,0.0
2161,0.0
3205,0.0
45600,1.0
38535,1.0
25059,1.0
5333,0.0
29638,0.0
42355,1.0
32887,1.0
24533,1.0
13132,1.0
2321,1.0
28478,1.0
39944,0.0
10691,0.0
21179,1.0
35905,1.0
43612,0.0
33165,1.0
20327,1.0
42879,0.0
45313,0.0
11659,0.0
8401,0.0
16097,1.0
22749,1.0
47133,1.0
16744,0.0
40536,0.0
34104,0.0
19294,0.0
30758,1.0
32410,1.0
2199,1.0
38329,1.0
22789,0.0
21462,1.0
7087,0.0
22013,1.0
15221,0.0
4139,1.0
11697,1.0
12747,1.0
46821,1.0
7944,0.0
47786,1.0
39641,1.0
28383,0.0
32160,1.0
44539,1.0
36330,1.0
1069,0.0
23140,1.0
17906,1.0
41329,0.0
18566,0.0
40040,1.0
13102,0.0
13740,1.0
40374,0.0
13183,1.0
4172,1.0
16008,1.0
45716,1.0
33459,0.0
27021,0.0
19759,1.0
24916,1.0
33720,1.0
25226,1.0
11018,0.0
17499,1.0
22028,1.0
9148,0.0
31867,0.0
20660,1.0
37240,1.0
8235,0.0
22282,1.0
37325,1.0
40713,0.0
14965,1.0
22165,1.0
41429,1.0
47004,1.0
5442,1.0
37195,1.0
1760,1.0
44102,1.0
23233,1.0
26291,1.0
15473,0.0
34049,0.0
22501,1.0
11274,0.0
19944,1.0
11630,1.0
23440,1.0
32905,1.0
11782,0.0
26356,1.0
6622,1.0
48366,1.0
8064,0.0
31531,1.0
28689,1.0
4038,1.0
4863,1.0
35880,1.0
4719,0.0
44739,1.0
26002,0.0
20889,1.0
3032,1.0
41355,1.0
45410,0.0
40132,1.0
32242,1.0
5473,1.0
26087,1.0
42555,1.0
2235,0.0
22100,0.0
14136,0.0
24682,0.0
21540,0.0
7702,1.0
36944,0.0
25439,1.0
39325,0.0
11406,0.0
39858,1.0
42754,1.0
7329,1.0
25346,0.0
22073,0.0
1477,1.0
42973,1.0
31715,1.0
20408,0.0
31341,1.0
37358,1.0
7018,1.0
38024,0.0
11822,0.0
34942,0.0
18132,1.0
29563,1.0
47094,1.0
31979,0.0
23069,1.0
33652,0.0
14204,1.0
22609,1.0
42077,1.0
40780,0.0
65,0.0
27220,0.0
6170,1.0
7877,0.0
47235,1.0
24752,1.0
31,1.0
24462,0.0
4013,1.0
39074,1.0
40926,1.0
13785,1.0
22850,0.0
36377,0.0
17404,1.0
16553,0.0
1533,1.0
43026,1.0
28094,0.0
16867,1.0
32935,0.0
8626,0.0
15857,1.0
17091,0.0
2712,0.0
20721,1.0
38522,0.0
44211,0.0
45389,1.0
19560,0.0
17613,1.0
39455,1.0
42974,1.0
42256,1.0
577,1.0
40679,1.0
6667,0.0
4914,1.0
13372,0.0
42503,0.0
3947,1.0
38593,0.0
48006,1.0
30126,0.0
20653,0.0
7529,1.0
18958,0.0
1624,0.0
38364,1.0
27782,1.0
29621,1.0
37761,0.0
36398,1.0
10540,1.0
41435,1.0
27698,0.0
25366,1.0
9756,1.0
8691,1.0
17960,0.0
8075,1.0
28414,1.0
8527,1.0
32253,1.0
42151,1.0
33790,0.0
16593,0.0
45736,1.0
33121,1.0
41169,1.0
39788,1.0
2112,1.0
16080,0.0
28491,1.0
23740,0.0
20035,0.0
41776,1.0
37163,1.0
39172,1.0
3479,0.0
18539,0.0
7458,0.0
30192,0.0
10438,0.0
40835,1.0
2003,0.0
39980,0.0
10242,0.0
31356,0.0
13213,1.0
30054,1.0
46573,1.0
12264,1.0
39010,0.0
45470,1.0
1156,0.0
36318,1.0
9895,1.0
31581,0.0
6192,1.0
39806,0.0
2248,0.0
5562,1.0
40979,1.0
22593,1.0
15852,1.0
16415,1.0
48032,1.0
22429,0.0
45550,0.0
42432,0.0
8287,1.0
17341,0.0
21151,1.0
42053,1.0
34153,1.0
4600,0.0
17454,1.0
3817,1.0
36350,0.0
47987,1.0
22127,1.0
16816,1.0
32444,1.0
26169,0.0
11092,1.0
40638,0.0
26379,1.0
37340,1.0
39459,0.0
26871,1.0
22545,0.0
14991,0.0
19772,1.0
3310,0.0
45891,0.0
22961,1.0
12375,1.0
23267,0.0
8160,1.0
20474,0.0
28975,0.0
11830,1.0
22383,1.0
46377,0.0
1241,1.0
43709,1.0
24691,0.0
45221,0.0
23373,0.0
18882,1.0
34234,0.0
39167,0.0
32460,1.0
5995,1.0
46241,1.0
26097,1.0
9182,1.0
1199,1.0
12944,1.0
46349,1.0
44317,1.0
1692,0.0
1709,0.0
14451,1.0
3708,1.0
31796,1.0
20247,1.0
36029,1.0
39968,1.0
25187,0.0
42143,1.0
4435,1.0
41197,1.0
46894,1.0
14823,1.0
23005,1.0
41838,0.0
17992,1.0
38395,0.0
38575,1.0
32300,1.0
32215,0.0
9013,1.0
19399,1.0
33112,0.0
3151,0.0
2689,0.0
44148,1.0
34056,0.0
16952,1.0
40720,1.0
31841,0.0
9529,0.0
15409,1.0
23618,0.0
22592,1.0
7023,1.0
47154,1.0
21913,0.0
39642,1.0
2997,0.0
25579,0.0
44420,0.0
9356,1.0
31632,0.0
24061,0.0
15098,0.0
599,0.0
15969,1.0
38805,0.0
20055,1.0
552,1.0
29616,1.0
5234,0.0
33096,0.0
47458,0.0
13264,1.0
15095,0.0
29786,0.0
35253,1.0
25997,1.0
26486,1.0
9888,0.0
838,0.0
43797,0.0
27020,0.0
5243,1.0
30320,1.0
415,1.0
10418,0.0
15948,1.0
23258,1.0
26602,0.0
6486,1.0
2162,0.0
16687,0.0
8611,1.0
11385,1.0
8330,0.0
1432,0.0
26604,0.0
10615,0.0
30504,1.0
31243,1.0
30779,1.0
30245,0.0
26099,1.0
20299,1.0
29607,1.0
6510,1.0
8907,0.0
47743,0.0
4572,1.0
5177,1.0
10466,0.0
9977,1.0
1963,1.0
40410,0.0
40855,1.0
5446,1.0
6674,1.0
30227,1.0
29382,1.0
21703,1.0
29602,0.0
19784,0.0
8955,0.0
27397,0.0
4271,1.0
17038,1.0
46925,1.0
1702,1.0
32650,1.0
18229,1.0
15399,1.0
37223,0.0
13219,1.0
8703,1.0
9454,0.0
44150,1.0
2212,0.0
24730,0.0
17694,1.0
35472,0.0
28663,1.0
10469,1.0
27541,0.0
46096,0.0
14448,1.0
30147,1.0
14010,1.0
36147,1.0
10294,0.0
16506,1.0
7675,1.0
39701,0.0
2556,1.0
5962,0.0
24,0.0
26322,0.0
43881,0.0
22378,1.0
27758,0.0
42428,0.0
9131,0.0
13162,1.0
34846,1.0
13110,1.0
32339,0.0
10040,1.0
19852,1.0
46444,0.0
13818,1.0
29251,1.0
18545,1.0
31254,0.0
20301,0.0
35550,0.0
45754,0.0
37683,1.0
41550,1.0
16222,0.0
12174,1.0
37934,0.0
17133,1.0
40920,0.0
44048,1.0
25888,0.0
39741,1.0
17762,0.0
21290,0.0
6781,1.0
17578,0.0
11811,0.0
18713,1.0
34331,1.0
18096,1.0
22246,0.0
6751,1.0
22064,0.0
28947,1.0
29091,1.0
3490,1.0
34307,1.0
3078,1.0
34900,0.0
3209,0.0
27933,0.0
17637,0.0
28199,0.0
7466,1.0
18947,0.0
44736,1.0
17592,0.0
25862,1.0
439,1.0
20276,1.0
10316,0.0
28914,1.0
40789,1.0
12190,1.0
6774,0.0
13175,1.0
687,1.0
24457,1.0
46870,0.0
47872,0.0
16192,0.0
41368,1.0
30239,0.0
15440,1.0
7312,0.0
19186,1.0
17057,0.0
27924,0.0
4279,1.0
20030,1.0
10864,0.0
11582,0.0
48218,1.0
32639,1.0
22994,0.0
14089,0.0
13187,1.0
29753,1.0
29861,1.0
34280,0.0
7966,1.0
12215,0.0
36376,0.0
15786,0.0
47518,1.0
42488,1.0
13821,1.0
21285,0.0
10826,0.0
14760,0.0
31904,1.0
17361,0.0
27781,1.0
32507,1.0
45675,1.0
8149,0.0
25437,1.0
42352,1.0
39463,1.0
46767,1.0
36527,1.0
35475,1.0
33390,0.0
17283,1.0
48199,0.0
10148,1.0
40053,0.0
8280,1.0
3801,1.0
36611,1.0
38846,1.0
32613,0.0
27670,1.0
5614,1.0
33079,0.0
28196,0.0
40886,1.0
38852,0.0
25898,0.0
16677,1.0
31975,0.0
42268,0.0
46027,0.0
40058,0.0
17557,1.0
22544,0.0
39461,1.0
34669,0.0
6423,1.0
19875,1.0
15508,0.0
34444,0.0
43146,1.0
20749,0.0
3730,1.0
24969,1.0
3458,1.0
23281,0.0
13060,1.0
33047,1.0
38153,0.0
45257,1.0
45502,0.0
44060,1.0
45098,1.0
47015,1.0
5896,0.0
3520,0.0
46440,0.0
25996,1.0
41516,0.0
48148,1.0
32571,1.0
45307,0.0
29039,0.0
28774,1.0
28721,1.0
1488,0.0
14423,1.0
34426,1.0
48084,0.0
32508,1.0
28512,1.0
18429,0.0
47585,0.0
24140,0.0
40000,1.0
42461,0.0
8187,1.0
13010,1.0
27607,0.0
11287,0.0
16960,0.0
40612,1.0
39334,1.0
42628,0.0
38245,0.0
1646,1.0
1744,1.0
32440,1.0
38779,1.0
34515,0.0
2177,1.0
12222,0.0
19636,0.0
24245,1.0
